Provincia,Partido,Localidad,ADSL,Cablemódem,Dial Up,Fibra óptica,4G,3G,Telefonía Fija,Wireless,Satelital
BUENOS AIRES,Tornquist,Tornquist,SI,SI,--,SI,SI,SI,SI,--,SI
BUENOS AIRES,Tornquist,Tres Picos,--,--,--,--,SI,--,--,--,--
BUENOS AIRES,Tornquist,Villa Serrana La Gruta,--,SI,--,--,--,--,--,--,--
BUENOS AIRES,Tornquist,Villa Ventana,SI,--,--,--,SI,--,SI,--,--
BUENOS AIRES,Trenque Lauquen,30 de Agosto,--,SI,--,SI,SI,SI,SI,--,--
BUENOS AIRES,Trenque Lauquen,Berutti,--,--,--,SI,SI,SI,SI,--,--
BUENOS AIRES,Trenque Lauquen,Girodias,SI,--,--,--,--,--,SI,SI,--
BUENOS AIRES,Trenque Lauquen,La Carreta,--,--,--,--,--,--,--,SI,--
BUENOS AIRES,Trenque Lauquen,Trenque Lauquen,SI,--,SI,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Trenque Lauquen,Trongé,--,--,--,--,--,--,--,SI,--
BUENOS AIRES,Tres Arroyos,Balneario Orense,--,--,--,--,SI,SI,--,--,--
BUENOS AIRES,Escobar,Ingeniero Maschwitz,SI,SI,--,SI,SI,SI,SI,SI,--
BUENOS AIRES,Escobar,Loma Verde,--,--,--,SI,SI,SI,--,--,--
BUENOS AIRES,Escobar,Maquinista F. Savio (este),SI,SI,--,SI,SI,SI,SI,SI,--
BUENOS AIRES,Escobar,Matheu,SI,SI,--,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Escobar,Puerto Paraná,--,--,--,--,SI,SI,--,--,--
BUENOS AIRES,Esteban Echeverría,9 De Abril,SI,SI,SI,SI,SI,SI,SI,SI,--
BUENOS AIRES,Esteban Echeverría,Canning,SI,SI,--,SI,SI,SI,SI,SI,--
CORDOBA,Marcos Juárez,Colonia Italiana,--,SI,--,--,--,SI,--,SI,--
CORDOBA,Marcos Juárez,Colonia Veinticinco,--,--,--,--,--,--,--,--,--
CORDOBA,Marcos Juárez,Corral de Bustos,SI,SI,--,SI,SI,SI,SI,SI,--
CORDOBA,Marcos Juárez,Cruz Alta,SI,--,--,SI,SI,SI,SI,SI,SI
CORDOBA,Marcos Juárez,General Baldissera,SI,--,--,--,SI,SI,SI,--,SI
CORDOBA,Marcos Juárez,General Roca,SI,--,--,SI,SI,SI,SI,--,SI
CORDOBA,Marcos Juárez,Guatimozín,SI,--,--,--,SI,SI,--,SI,SI
CORDOBA,Marcos Juárez,Inriville,SI,--,--,--,SI,SI,SI,SI,--
CORDOBA,Marcos Juárez,Isla Verde,SI,SI,--,SI,SI,SI,SI,--,--
CORDOBA,Marcos Juárez,Leones,SI,SI,--,SI,SI,SI,SI,SI,--
CORDOBA,Marcos Juárez,Los Surgentes,SI,--,--,SI,SI,SI,SI,--,SI
ENTRE RIOS,Colón,Colón,SI,SI,--,SI,SI,SI,SI,SI,SI
ENTRE RIOS,Colón,Colonia Hugues,--,--,--,--,--,--,--,SI,--
ENTRE RIOS,Colón,El Brillante,--,--,--,--,--,--,--,SI,--
ENTRE RIOS,Colón,El Colorado,--,--,--,--,SI,SI,--,--,--
ENTRE RIOS,Colón,Hambis,--,--,--,--,--,--,--,SI,--
ENTRE RIOS,Colón,Hocker,--,--,--,--,SI,--,--,--,--
ENTRE RIOS,Colón,Hocker,--,--,--,--,SI,--,--,SI,SI
ENTRE RIOS,Colón,La Clarita,--,--,--,SI,SI,--,SI,SI,--
ENTRE RIOS,Colón,Pueblo Cazes,--,--,--,--,--,--,--,SI,--
ENTRE RIOS,Colón,Pueblo Liebig's,--,--,--,SI,SI,SI,SI,SI,--
ENTRE RIOS,Colón,San José,SI,--,--,--,SI,SI,SI,SI,--
ENTRE RIOS,Colón,Ubajay,SI,--,--,SI,SI,SI,SI,SI,--
ENTRE RIOS,Colón,Villa Elisa,SI,SI,--,SI,SI,SI,SI,SI,--
ENTRE RIOS,Concordia,Benito Legeren,--,--,--,--,SI,SI,--,--,--
ENTRE RIOS,Concordia,Calabacilla,--,--,--,--,SI,SI,--,--,--
ENTRE RIOS,Concordia,Clodomiro Ledesma,--,--,--,--,SI,--,--,SI,--
LA PAMPA,Trenel,Metileo,--,--,--,--,SI,SI,SI,SI,SI
LA PAMPA,Trenel,Trenel,SI,SI,--,--,SI,SI,SI,SI,SI
LA PAMPA,Utracán,Ataliva Roca,--,--,--,SI,SI,SI,SI,SI,SI
LA PAMPA,Utracán,Chacharramendi,--,--,--,--,SI,--,SI,SI,SI
LA PAMPA,Utracán,Colonia Santa María,--,--,SI,SI,--,--,SI,SI,--
LA PAMPA,Utracán,General Acha,SI,SI,--,SI,SI,SI,SI,SI,SI
LA PAMPA,Utracán,Quehué,--,--,--,SI,--,--,SI,SI,SI
LA PAMPA,Utracán,Unanué,--,--,--,SI,--,--,--,SI,--
LA RIOJA,Arauco,Aimogasta,SI,SI,--,SI,SI,SI,SI,SI,SI
LA RIOJA,Arauco,Arauco,--,--,--,--,--,--,--,--,--
LA RIOJA,Arauco,Bañado de los Pantanos,--,--,--,--,--,--,--,--,--
LA RIOJA,Arauco,Estación Mazán,--,--,--,--,SI,--,--,SI,SI
LA RIOJA,Arauco,Machigasta,--,--,--,--,SI,SI,--,--,--
LA RIOJA,Arauco,San Antonio,--,--,--,--,SI,--,--,--,--
BUENOS AIRES,Malvinas Argentinas,Grand Bourg,SI,SI,--,SI,SI,SI,SI,--,--
BUENOS AIRES,Malvinas Argentinas,Ingeniero Adolfo Sourdeaux,SI,SI,--,SI,SI,SI,SI,SI,--
BUENOS AIRES,Malvinas Argentinas,Ingeniero Pablo Nogués,SI,SI,SI,SI,SI,SI,SI,SI,--
BUENOS AIRES,Malvinas Argentinas,Los Polvorines,SI,SI,SI,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Malvinas Argentinas,Malvinas Argentinas,--,SI,--,SI,--,--,--,SI,--
BUENOS AIRES,Malvinas Argentinas,Tortuguitas,SI,SI,--,SI,SI,SI,SI,--,--
BUENOS AIRES,Malvinas Argentinas,Villa De Mayo,SI,SI,SI,SI,SI,SI,SI,SI,--
BUENOS AIRES,Mar Chiquita,Atlantida,--,--,--,--,SI,SI,--,--,--
BUENOS AIRES,Ensenada,Dique Nº 1,--,--,--,--,SI,SI,--,--,--
BUENOS AIRES,Ensenada,Ensenada,SI,SI,SI,SI,SI,SI,SI,SI,--
BUENOS AIRES,Ensenada,Isla Santiago (Oeste),--,--,--,--,SI,--,--,--,--
BUENOS AIRES,Ensenada,Punta Lara,--,--,--,--,SI,SI,--,--,--
BUENOS AIRES,Ensenada,Villa Catela,--,--,--,--,SI,SI,--,SI,--
BUENOS AIRES,Escobar,Belen de Escobar,SI,SI,--,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Escobar,El cazador,--,SI,--,SI,SI,SI,SI,--,--
BUENOS AIRES,Escobar,Garín,SI,SI,--,SI,SI,SI,SI,SI,SI
CORDOBA,Río Seco,Cerro Colorado,--,--,--,--,SI,SI,--,SI,--
BUENOS AIRES,Luján,Open Door (Est. Dr. Domingo Cabred),SI,--,SI,--,SI,SI,SI,SI,--
BUENOS AIRES,Luján,Torres,SI,--,--,--,SI,SI,SI,SI,--
BUENOS AIRES,Magdalena,Atalaya,--,--,--,SI,--,--,SI,--,--
BUENOS AIRES,Magdalena,General Mansilla (Est. Bartolomé Bavio),--,SI,--,SI,SI,--,SI,--,--
BUENOS AIRES,Magdalena,Los Naranjos,--,--,--,SI,--,--,--,--,--
BUENOS AIRES,Magdalena,Magdalena,SI,SI,SI,--,SI,SI,SI,SI,--
BUENOS AIRES,Magdalena,Roberto J. Payró,--,--,--,--,--,--,--,SI,--
BUENOS AIRES,Magdalena,Vieytes,--,--,--,SI,--,--,SI,SI,--
BUENOS AIRES,Maipú,Las Armas,SI,--,--,--,SI,SI,SI,SI,--
BUENOS AIRES,Maipú,Maipú,SI,--,SI,--,SI,SI,SI,SI,--
BUENOS AIRES,Maipú,Santo Domingo,--,--,--,--,SI,--,SI,SI,SI
BUENOS AIRES,Malvinas Argentinas,Area De Promocion El Triángulo,SI,--,--,SI,SI,SI,--,--,--
SAN LUIS,Belgrano,Santa Rosa Del Gigante,--,--,--,--,--,--,--,--,--
SAN LUIS,Belgrano,Suyuque Nuevo,--,--,--,--,--,--,--,--,--
BUENOS AIRES,Tres Arroyos,Claromecó,SI,--,--,SI,--,--,SI,SI,--
BUENOS AIRES,Tres Arroyos,Copetonas,--,--,--,SI,SI,SI,SI,SI,--
BUENOS AIRES,Tres Arroyos,Dunamar,--,--,--,--,SI,SI,--,--,--
BUENOS AIRES,Tres Arroyos,Lin Calel,--,--,--,--,--,--,--,SI,--
BUENOS AIRES,Tres Arroyos,Micaela Cascallares (Est. Cascallares),--,--,--,SI,SI,SI,SI,SI,--
BUENOS AIRES,Tres Arroyos,Orense,--,--,SI,SI,SI,SI,SI,SI,--
BUENOS AIRES,Tres Arroyos,Reta,--,--,--,--,SI,SI,SI,SI,--
BUENOS AIRES,Tres Arroyos,San Francisco de Bellocq,--,--,--,--,SI,SI,SI,SI,--
BUENOS AIRES,Tres Arroyos,San Mayol,--,--,--,--,--,--,--,SI,--
BUENOS AIRES,Tres Arroyos,Tres Arroyos,SI,SI,SI,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Tres Arroyos,Villa Rodríguez (Est. Barrow),--,--,--,--,SI,--,--,--,--
CORDOBA,Marcos Juárez,Marcos Juárez,SI,SI,--,SI,SI,SI,SI,SI,--
CORDOBA,Marcos Juárez,Monte Buey,SI,--,--,--,SI,SI,SI,--,--
CORDOBA,Marcos Juárez,Noetinger,--,--,--,--,--,--,--,--,--
CORDOBA,Marcos Juárez,Saira,SI,--,--,--,--,--,SI,--,--
CORDOBA,Marcos Juárez,Saladillo,--,--,--,--,--,--,SI,--,--
CORDOBA,Marcos Juárez,Villa Elisa,SI,--,SI,--,--,--,SI,--,--
CORDOBA,Minas,Ciénaga del Coro,--,--,--,SI,SI,--,SI,SI,--
CORDOBA,Minas,El Chacho,--,--,--,SI,--,--,SI,SI,--
CORDOBA,Minas,Estancia de Guadalupe,--,--,--,--,--,--,SI,SI,--
CORDOBA,Minas,Guasapampa,--,--,--,--,--,--,--,SI,--
CORDOBA,Minas,La Playa,--,--,--,--,--,--,SI,SI,--
CORDOBA,Minas,San Carlos Minas,SI,--,--,SI,SI,SI,SI,SI,--
CORDOBA,Minas,Talaini,--,--,--,--,--,--,--,SI,--
CORDOBA,Minas,Tosno,--,--,--,--,--,--,--,SI,--
CORDOBA,Pocho,Chancani,--,--,--,--,SI,--,SI,SI,--
CORDOBA,Pocho,Las Palmas,--,--,--,--,--,--,--,SI,--
CORDOBA,Pocho,Los Talares,--,--,--,--,--,--,--,SI,--
CORDOBA,Río Seco,Chañar Viejo,--,--,--,--,--,--,--,--,--
CORDOBA,Río Seco,Eufrasio Loza,--,--,--,--,--,--,--,--,--
CORDOBA,Río Seco,Gütemberg,--,--,--,--,--,--,--,--,--
CORDOBA,Río Seco,La Rinconada,--,--,--,--,SI,--,--,--,--
CORDOBA,Río Seco,Los Hoyos,--,--,--,--,SI,--,--,--,--
CORDOBA,Río Seco,Puesto de Castro,--,--,--,--,--,--,--,--,--
CORDOBA,Río Seco,Rayo Cortado,--,--,--,--,--,--,--,SI,--
CORDOBA,Río Seco,San Pedro de Gütemberg,--,--,--,--,--,--,--,--,--
CORDOBA,Río Seco,Santa Elena,--,--,--,--,SI,--,--,--,--
CORDOBA,Río Seco,Sebastián Elcano,--,--,--,SI,SI,SI,SI,--,--
CORDOBA,Río Seco,Villa Candelaria,--,--,--,--,--,--,--,--,--
CORDOBA,Río Seco,Villa de María,--,SI,--,--,SI,SI,SI,SI,--
CORDOBA,Río Segundo,Calchín,--,SI,--,--,SI,SI,SI,--,--
CORDOBA,Río Segundo,Calchín Oeste,--,--,--,--,SI,SI,SI,--,--
CORDOBA,Río Segundo,Capilla del Carmen,--,SI,--,--,SI,--,SI,SI,--
CORDOBA,Río Segundo,Carrilobo,--,SI,--,--,SI,SI,SI,SI,SI
CORDOBA,Río Segundo,Colazo,--,--,--,SI,SI,SI,SI,--,SI
CORDOBA,Río Segundo,Colonia Videla,--,--,--,--,--,--,--,--,--
ENTRE RIOS,Concordia,Colonia Ayuí,--,--,--,--,SI,SI,SI,--,--
ENTRE RIOS,Concordia,Colonia General Roca,--,--,--,--,--,--,--,--,--
ENTRE RIOS,Concordia,Colonia Yeruá,--,--,--,--,--,--,--,--,--
ENTRE RIOS,Concordia,Concordia,SI,SI,--,SI,SI,SI,SI,SI,SI
ENTRE RIOS,Concordia,El Redomón,--,--,--,--,--,--,--,--,--
ENTRE RIOS,Concordia,Estación Yeruá,--,--,--,--,SI,--,SI,--,--
ENTRE RIOS,Concordia,Estación Yuquerí,--,--,--,--,--,--,--,--,--
ENTRE RIOS,Concordia,Estancia Grande,--,--,--,--,SI,--,--,--,--
ENTRE RIOS,Concordia,La Criolla,--,--,--,SI,SI,SI,SI,SI,--
ENTRE RIOS,Concordia,Las Tejas,--,--,--,--,SI,SI,--,--,--
ENTRE RIOS,Concordia,Los Charrúas,--,--,--,--,SI,SI,SI,SI,--
ENTRE RIOS,Concordia,Nueva Escocia,--,--,--,--,SI,--,--,--,--
ENTRE RIOS,Concordia,Osvaldo Magnasco,--,--,--,--,SI,--,SI,--,--
ENTRE RIOS,Concordia,Pedernal,--,--,--,--,SI,--,--,SI,--
ENTRE RIOS,Concordia,Puerto Yeruá,--,--,--,--,SI,--,SI,--,--
ENTRE RIOS,Concordia,Villa Adela,--,--,--,--,SI,SI,--,--,--
ENTRE RIOS,Concordia,VILLA ZORRAQUIN,--,--,--,--,SI,SI,--,--,--
BUENOS AIRES,Tres De Febrero,11 De Septiembre,SI,SI,--,SI,SI,SI,SI,--,SI
BUENOS AIRES,Tres De Febrero,Caseros,SI,SI,--,SI,SI,SI,SI,SI,--
BUENOS AIRES,Tres De Febrero,Churruca,SI,SI,--,SI,SI,SI,SI,--,--
BUENOS AIRES,Tres De Febrero,Ciudad Jardín Lomas del Palomar,SI,SI,--,SI,SI,SI,SI,--,--
BUENOS AIRES,Tres De Febrero,Ciudadela,SI,SI,SI,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Tres De Febrero,El Libertador,SI,SI,--,--,SI,SI,SI,--,--
BUENOS AIRES,Tres De Febrero,Jose Ingenieros,SI,SI,--,SI,SI,SI,SI,SI,--
CORDOBA,San Javier,El Pueblito,--,--,--,--,--,--,--,--,--
CORDOBA,San Javier,El Valle,--,--,--,--,--,--,--,--,--
CORDOBA,San Javier,La Paz,--,--,--,--,SI,SI,SI,SI,SI
CORDOBA,San Javier,La Población,--,--,--,--,--,--,--,SI,--
CORDOBA,San Javier,La Ramada,--,--,--,--,--,--,--,SI,--
CORDOBA,San Javier,La Travesía,--,--,--,--,--,--,--,SI,--
CORDOBA,San Javier,Las Chacras,--,--,--,SI,--,--,--,--,--
CORDOBA,San Javier,Las Tapias,--,--,--,--,SI,SI,--,SI,--
CORDOBA,San Javier,Loma Bola,--,--,--,--,--,--,--,SI,--
CORDOBA,San Javier,Los Cerrillos,--,--,--,--,SI,SI,SI,SI,--
CORDOBA,San Javier,Los Hornillos,SI,--,--,--,SI,SI,SI,SI,--
CORDOBA,San Javier,Los Molles,--,--,--,--,--,--,--,SI,--
CORDOBA,San Javier,Los Romeros,--,--,--,--,--,--,--,SI,--
CORDOBA,San Javier,Luyaba,--,--,--,--,SI,--,SI,SI,--
CORDOBA,San Javier,Quebracho Ladeado,--,--,--,--,--,--,--,SI,--
CORDOBA,San Javier,Quebrada de los Pozos,--,--,--,--,--,--,--,SI,SI
CORDOBA,San Javier,San Javier y Yacanto,--,--,--,--,SI,SI,SI,SI,--
CORDOBA,San Javier,San José,--,--,--,--,SI,SI,SI,SI,--
LA RIOJA,Chilecito,Colonia Anguinán,--,SI,--,SI,--,--,SI,SI,--
LA RIOJA,Chilecito,Colonia Catinzaco,--,--,--,--,--,--,--,--,--
LA RIOJA,Chilecito,Colonia Malligasta,--,--,--,--,--,--,--,--,--
LA RIOJA,Chilecito,Colonia Vichigasta,--,--,--,--,--,--,--,--,SI
LA RIOJA,Chilecito,Guanchín,--,--,--,--,--,--,--,SI,--
LA RIOJA,Chilecito,La Puntilla,--,--,--,--,--,--,--,--,--
LA RIOJA,Chilecito,Los Sarmientos,--,--,--,--,SI,--,--,--,--
LA RIOJA,Chilecito,Malligasta,--,--,--,--,--,--,SI,SI,--
LA RIOJA,Chilecito,Miranda,--,--,--,--,--,--,SI,--,--
LA RIOJA,Chilecito,Nonogasta,SI,SI,--,SI,SI,SI,SI,SI,SI
LA RIOJA,Chilecito,San Miguel,--,--,--,--,--,--,--,--,--
LA RIOJA,Chilecito,San Nicolás,--,--,--,--,--,--,--,SI,--
LA RIOJA,Chilecito,Santa Florentina,--,--,--,--,--,--,--,SI,--
LA RIOJA,Chilecito,Sañogasta,--,--,--,--,SI,SI,SI,SI,--
LA RIOJA,Chilecito,Tilimuqui,--,--,--,--,--,--,--,SI,--
LA RIOJA,Chilecito,Vichigasta,SI,--,--,SI,SI,SI,SI,SI,SI
LA RIOJA,Coronel Felipe Varela,Aicuña,--,--,--,--,--,--,--,SI,--
LA RIOJA,Coronel Felipe Varela,Guandacol,--,SI,--,SI,SI,--,SI,--,SI
LA RIOJA,Coronel Felipe Varela,Los Palacios,--,--,--,--,SI,--,--,SI,--
NEUQUEN,Zapala,Mariano Moreno,SI,--,SI,--,--,--,SI,SI,SI
NEUQUEN,Zapala,Ramon M. Castro,--,--,--,--,SI,--,--,--,--
NEUQUEN,Zapala,Zapala,SI,--,SI,SI,SI,SI,SI,SI,SI
RIO NEGRO,25 de Mayo,Aguada de Guerra,--,--,--,--,--,--,--,SI,--
RIO NEGRO,25 de Mayo,Clemente Onelli,--,--,--,SI,--,--,--,--,--
RIO NEGRO,25 de Mayo,Colan Conhue,--,--,--,--,--,--,SI,--,SI
RIO NEGRO,25 de Mayo,El Caín,--,--,--,--,--,--,SI,--,SI
RIO NEGRO,25 de Mayo,Ingeniero Jacobacci,SI,--,SI,SI,SI,SI,SI,SI,SI
RIO NEGRO,25 de Mayo,Los Menucos,--,--,--,--,SI,--,--,SI,SI
RIO NEGRO,25 de Mayo,Maquinchao,--,--,--,--,SI,--,SI,SI,SI
RIO NEGRO,25 de Mayo,Mina Santa Teresita,--,--,--,--,--,--,--,--,--
RIO NEGRO,25 de Mayo,Pilquiniyeu,--,--,--,--,--,--,--,--,SI
RIO NEGRO,9 de Julio,Comicó,--,--,--,--,--,--,--,--,SI
RIO NEGRO,9 de Julio,Cona Niyeu,--,--,--,--,--,--,SI,--,SI
RIO NEGRO,9 de Julio,Ministro Ramos Mexía,--,--,--,SI,--,--,--,SI,SI
RIO NEGRO,9 de Julio,Prahuaniyeu,--,--,--,--,--,--,SI,--,SI
RIO NEGRO,9 de Julio,Sierra Colorada,--,--,--,SI,SI,--,--,SI,SI
RIO NEGRO,9 de Julio,Treneta,--,--,--,--,--,--,--,SI,--
RIO NEGRO,9 de Julio,Yaminué,--,--,--,--,--,--,--,SI,--
RIO NEGRO,Adolfo Alsina,Bahía Creek,--,--,--,--,--,--,--,--,--
RIO NEGRO,Adolfo Alsina,El Cóndor,--,--,--,--,SI,SI,SI,SI,--
RIO NEGRO,Adolfo Alsina,El Juncal,--,--,--,--,--,--,--,--,--
RIO NEGRO,Adolfo Alsina,Guardia Mitre,--,--,--,--,SI,--,SI,SI,SI
RIO NEGRO,Adolfo Alsina,La Lobería,--,--,--,--,--,--,--,--,--
RIO NEGRO,Adolfo Alsina,Loteo Costa de Río,--,--,--,--,--,--,--,--,--
RIO NEGRO,Adolfo Alsina,Pozo Salado,--,--,--,--,--,--,--,--,--
RIO NEGRO,Adolfo Alsina,San Javier,--,--,--,--,--,--,SI,SI,SI
RIO NEGRO,Adolfo Alsina,Viedma,SI,SI,SI,SI,SI,SI,SI,SI,SI
RIO NEGRO,Avellaneda,Barrio Unión,--,--,--,--,--,--,--,--,--
RIO NEGRO,Avellaneda,Chelforó,--,--,--,--,--,--,--,--,--
RIO NEGRO,Avellaneda,Chimpay,--,--,--,SI,SI,SI,--,--,SI
RIO NEGRO,Avellaneda,Choele Choel,SI,SI,SI,SI,SI,SI,SI,SI,SI
RIO NEGRO,Avellaneda,Coronel Belisle,--,--,--,SI,SI,SI,SI,SI,SI
SAN LUIS,Ayacucho,Quines,--,--,--,--,SI,--,--,SI,SI
SAN LUIS,Ayacucho,Río Juan Gómez,--,--,--,--,--,--,--,SI,--
SAN LUIS,Ayacucho,Rodeo De Cadenas,--,--,--,--,--,--,--,--,--
SAN LUIS,Ayacucho,San Francisco del Monte de Oro,--,--,--,--,SI,--,SI,SI,--
SAN LUIS,Ayacucho,San Ignacio,--,--,--,--,--,--,--,--,--
SAN LUIS,Ayacucho,San Miguel,--,--,--,--,--,--,--,--,SI
SAN LUIS,Ayacucho,San Roque,--,--,--,--,--,--,--,--,--
SAN LUIS,Ayacucho,Santa Ana,--,--,--,--,--,--,--,--,--
SAN LUIS,Ayacucho,Santa Rosa De Catantal,--,--,--,--,--,--,--,--,--
SAN LUIS,Ayacucho,Santa Teresa,--,--,--,--,--,--,--,--,--
SAN LUIS,Ayacucho,Santo Domingo,--,--,--,--,--,--,--,--,--
SAN LUIS,Ayacucho,Talita,--,--,--,--,--,--,--,--,--
SAN LUIS,Belgrano,Arbol Solo,--,--,--,--,--,--,--,--,--
SAN LUIS,Belgrano,Bella Estancia,--,--,--,--,--,--,--,--,--
SAN LUIS,Belgrano,Buen Orden,--,--,--,--,--,--,--,--,--
SAN LUIS,Belgrano,El Barrial,--,--,--,--,--,--,--,--,--
SAN LUIS,Belgrano,El Milagro,--,--,--,--,--,--,--,--,--
SAN LUIS,Belgrano,El Recodo,--,--,--,--,--,--,--,--,--
SAN LUIS,Belgrano,Estancia De Amieva,--,--,--,--,--,--,--,--,--
SAN LUIS,Belgrano,Hualtaran,--,--,--,--,--,--,--,--,--
SAN LUIS,Belgrano,La Calera,--,--,--,SI,--,--,SI,SI,--
SAN LUIS,Belgrano,Las Lagunitas,--,--,--,--,--,--,--,--,--
SAN LUIS,Belgrano,Los Molles,--,--,--,--,--,--,--,SI,--
SAN LUIS,Belgrano,Los Ramblones,--,--,--,--,--,--,--,--,--
SAN LUIS,Belgrano,Naranjo Esquino,--,--,--,--,--,--,--,--,--
SAN LUIS,Belgrano,Nogolí,--,--,--,SI,--,--,SI,SI,--
SAN LUIS,Belgrano,Pozo Cavado,--,--,--,--,--,--,--,--,--
SAN LUIS,Belgrano,Pozo Del Tala,--,--,--,--,--,--,--,--,--
SAN LUIS,Belgrano,Represa Del Carmen,--,--,--,--,--,--,--,--,--
SAN LUIS,Belgrano,San Antonio,--,--,--,--,--,--,--,--,--
SAN LUIS,Belgrano,San Pedro,--,--,--,--,--,--,--,SI,--
SANTA FE,General López,Cañada del Ucle,SI,--,--,--,--,--,SI,--,--
SANTA FE,General López,Carmen,--,--,--,--,SI,SI,SI,SI,--
SANTA FE,General López,Carreras,--,SI,--,--,SI,SI,SI,SI,--
SANTA FE,General López,Chapuy,--,SI,--,--,SI,SI,SI,--,--
SANTA FE,General López,Chovet,--,SI,--,--,SI,SI,SI,--,SI
SANTA FE,General López,Christophersen,--,--,--,SI,SI,--,SI,SI,--
SANTA FE,General López,Diego de Alvear,SI,--,--,SI,SI,SI,SI,SI,--
SANTA FE,General López,Elortondo,SI,SI,--,--,SI,SI,SI,SI,--
SANTA FE,General López,Firmat,SI,SI,--,SI,SI,SI,SI,--,--
SANTA FE,General López,Hughes,--,--,--,SI,SI,SI,SI,--,--
SANTA FE,General López,La Chispa,--,--,--,--,--,--,SI,SI,--
CORDOBA,Pocho,Salsacate,SI,--,--,SI,SI,SI,SI,SI,SI
CORDOBA,Pocho,San Gerónimo,--,--,--,--,--,--,--,SI,--
CORDOBA,Pocho,Tala Cañada,--,--,--,--,SI,--,SI,SI,--
CORDOBA,Pocho,Taninga,--,--,--,--,--,--,--,SI,--
CORDOBA,Pocho,Villa de Pocho,--,--,--,--,SI,--,SI,SI,--
CORDOBA,Presidente Roque Sáenz Peña,General Levalle,SI,SI,--,SI,SI,SI,SI,SI,--
CORDOBA,Presidente Roque Sáenz Peña,La Cesira,SI,--,--,SI,SI,SI,SI,SI,SI
CORDOBA,Presidente Roque Sáenz Peña,Laboulaye,SI,SI,--,SI,SI,SI,SI,SI,--
CORDOBA,Presidente Roque Sáenz Peña,Leguizamón,--,--,--,SI,--,--,--,--,--
CORDOBA,Presidente Roque Sáenz Peña,Melo,--,--,--,SI,SI,SI,SI,SI,--
CORDOBA,Presidente Roque Sáenz Peña,Río Bamba,--,--,--,--,SI,SI,SI,SI,--
CORDOBA,Presidente Roque Sáenz Peña,Rosales,--,--,--,--,SI,SI,SI,SI,--
CORDOBA,Presidente Roque Sáenz Peña,San Joaquín,--,--,--,--,SI,--,SI,SI,--
CORRIENTES,Berón de Astrada,Yahapé,--,--,--,--,SI,--,--,--,--
CORRIENTES,Empedrado,El Sombrero,SI,--,--,--,SI,--,SI,SI,SI
CORRIENTES,Empedrado,Empedrado,SI,SI,--,--,SI,SI,SI,SI,SI
CORRIENTES,Esquina,Esquina,SI,--,--,SI,SI,SI,SI,SI,SI
CORRIENTES,Esquina,Pueblo Libertador,--,--,--,--,SI,--,--,SI,SI
CORRIENTES,General Alvear,Alvear,SI,--,--,--,SI,SI,SI,--,SI
CORRIENTES,General Alvear,Estación Torrent,--,--,--,--,SI,--,--,--,--
CORRIENTES,General Paz,Itá Ibaté,SI,SI,--,--,SI,SI,SI,SI,SI
CORRIENTES,General Paz,Lomas de Vallejos,--,--,--,--,SI,--,--,--,SI
CORRIENTES,General Paz,Nuestra Señora del Rosario de Caá Catí,--,SI,--,--,SI,SI,SI,SI,--
CORRIENTES,General Paz,Palmar Grande,--,--,--,--,--,--,--,SI,SI
CORRIENTES,Goya,Colonia Carolina,--,--,--,--,SI,SI,SI,SI,SI
SAN LUIS,Belgrano,Toro Negro,--,--,--,--,--,--,--,--,--
SAN LUIS,Belgrano,Villa de la Quebrada,--,--,--,SI,--,--,--,SI,--
CORRIENTES,Capital,Barrio Esperanza,--,--,--,--,SI,SI,--,--,--
CORRIENTES,Capital,Corrientes,SI,SI,SI,SI,SI,SI,SI,SI,SI
CORRIENTES,Capital,Laguna Brava,--,--,--,--,SI,SI,SI,--,SI
CORRIENTES,Capital,Riachuelo,--,--,--,--,SI,SI,SI,SI,SI
CORRIENTES,Capital,San Cayetano,--,--,--,--,--,--,--,--,SI
CORRIENTES,Concepción,Concepción,--,--,--,--,SI,--,SI,SI,SI
CORRIENTES,Concepción,Santa Rosa,--,--,--,--,SI,--,SI,SI,--
CORRIENTES,Concepción,Tabay,--,--,--,--,SI,--,SI,SI,SI
CORRIENTES,Concepción,Tatacua,--,--,--,--,SI,--,--,--,SI
CORRIENTES,Curuzú Cuatiá,Cazadores Correntinos,--,--,--,--,SI,--,--,SI,SI
CORRIENTES,Curuzú Cuatiá,Curuzú Cuatiá,SI,--,--,SI,SI,SI,SI,SI,SI
CORRIENTES,Curuzú Cuatiá,Perugorría,--,--,--,--,SI,--,SI,SI,SI
SAN LUIS,Belgrano,Villa General Roca,--,--,--,SI,--,--,--,SI,--
SAN LUIS,Chacabuco,Balcarce,--,--,--,--,--,--,--,--,--
SAN LUIS,Chacabuco,Colonia Zubelzu,--,--,--,--,--,--,--,--,--
SAN LUIS,Chacabuco,Concarán,--,--,--,--,SI,SI,--,SI,SI
SAN LUIS,Chacabuco,Cortaderas,--,--,--,SI,SI,SI,SI,SI,--
